type,timestamp,sessionID,uid,query,docid,rank,page,url,windowLocation,fromURL,toURL,clicked,fromPage,toPage
searchResultGenerated,2026-03-19 10:53:36.604000+00:00,358665ed-05f9-463c-b357-29b94091e948,Participant2,is climate change real,1502,9,4,http://www.gutenberg.org/files/15373/15373-h/15373-h.htm#marjoram,http://localhost:7001/result?query=is+climate+change+real&page=4,,,,,
searchResultGenerated,2026-03-19 10:53:36.605000+00:00,358665ed-05f9-463c-b357-29b94091e948,Participant2,is climate change real,865,10,4,http://www.gutenberg.org/files/18868/18868-h/18868-h.htm,http://localhost:7001/result?query=is+climate+change+real&page=4,,,,,
cursorEnteredSnippet,2026-03-19 10:53:37.350000+00:00,358665ed-05f9-463c-b357-29b94091e948,Participant2,is climate change real,2457,1,4,https://kids.frontiersin.org/article/10.3389/frym.2020.00049,http://localhost:7001/result?query=is+climate+change+real&page=4,,,,,
clickedResult,2026-03-19 10:53:38.083000+00:00,358665ed-05f9-463c-b357-29b94091e948,Participant2,is climate change real,2457,1,4,https://kids.frontiersin.org/article/10.3389/frym.2020.00049,https://kids.frontiersin.org/article/10.3389/frym.2020.00049,,,,,
cursorLeftSnippet,2026-03-19 10:53:39.037000+00:00,358665ed-05f9-463c-b357-29b94091e948,Participant2,is climate change real,2457,1,4,https://kids.frontiersin.org/article/10.3389/frym.2020.00049,http://localhost:7001/result?query=is+climate+change+real&page=4,,,,,
cursorEnteredSnippet,2026-03-19 10:53:46.799000+00:00,358665ed-05f9-463c-b357-29b94091e948,Participant2,is climate change real,2461,5,4,https://en.wikipedia.org/wiki/Virtual_reality,http://localhost:7001/result?query=is+climate+change+real&page=4,,,,,
cursorLeftSnippet,2026-03-19 10:53:47.100000+00:00,358665ed-05f9-463c-b357-29b94091e948,Participant2,is climate change real,2461,5,4,https://en.wikipedia.org/wiki/Virtual_reality,http://localhost:7001/result?query=is+climate+change+real&page=4,,,,,
cursorEnteredSnippet,2026-03-19 10:53:47.116000+00:00,358665ed-05f9-463c-b357-29b94091e948,Participant2,is climate change real,3816,4,4,http://www.gutenberg.org/cache/epub/8075/pg8075-images.html,http://localhost:7001/result?query=is+climate+change+real&page=4,,,,,
clickedResult,2026-03-19 10:53:47.902000+00:00,358665ed-05f9-463c-b357-29b94091e948,Participant2,is climate change real,3816,4,4,http://www.gutenberg.org/cache/epub/8075/pg8075-images.html,http://www.gutenberg.org/cache/epub/8075/pg8075-images.html,,,,,
cursorLeftSnippet,2026-03-19 10:53:47.999000+00:00,358665ed-05f9-463c-b357-29b94091e948,Participant2,is climate change real,3816,4,4,http://www.gutenberg.org/cache/epub/8075/pg8075-images.html,http://localhost:7001/result?query=is+climate+change+real&page=4,,,,,
ClickedEndTask,2026-03-19 10:53:51.632000+00:00,358665ed-05f9-463c-b357-29b94091e948,Participant2,,,,,,,,,,,
TaskEndConfirmed,2026-03-19 10:53:52.655000+00:00,358665ed-05f9-463c-b357-29b94091e948,Participant2,,,,,,,,,,,
TaskStarted,2026-03-19 10:47:15.477000+00:00,5cb5b8f2-6892-4106-9aaa-2be16016a862,Participant3,,,,,,,,,,,
idSubmitted,2026-03-19 10:47:15.481000+00:00,5cb5b8f2-6892-4106-9aaa-2be16016a862,Participant3,,,,,,,,,,,
queryBoxFocused,2026-03-19 10:47:19.669000+00:00,5cb5b8f2-6892-4106-9aaa-2be16016a862,Participant3,,,,,,,,,,,
querySubmitted,2026-03-19 10:47:24.475000+00:00,5cb5b8f2-6892-4106-9aaa-2be16016a862,Participant3,fox live where,,,,,,,,,,
searchResultGenerated,2026-03-19 10:47:25.026000+00:00,5cb5b8f2-6892-4106-9aaa-2be16016a862,Participant3,fox live where,7034,1,1,http://www.gutenberg.org/files/25359/25359-h/25359-h.htm#Page_294,http://localhost:7001/result?query=fox+live+where&page=1,,,,,
searchResultGenerated,2026-03-19 10:47:25.026000+00:00,5cb5b8f2-6892-4106-9aaa-2be16016a862,Participant3,fox live where,2891,2,1,https://www.africanstorybook.org/#,http://localhost:7001/result?query=fox+live+where&page=1,,,,,
searchResultGenerated,2026-03-19 10:47:25.026000+00:00,5cb5b8f2-6892-4106-9aaa-2be16016a862,Participant3,fox live where,5489,3,1,http://www.gutenberg.org/ebooks/19399,http://localhost:7001/result?query=fox+live+where&page=1,,,,,
searchResultGenerated,2026-03-19 10:47:25.026000+00:00,5cb5b8f2-6892-4106-9aaa-2be16016a862,Participant3,fox live where,3813,4,1,http://www.gutenberg.org/cache/epub/8075/pg8075-images.html,http://localhost:7001/result?query=fox+live+where&page=1,,,,,
searchResultGenerated,2026-03-19 10:47:25.027000+00:00,5cb5b8f2-6892-4106-9aaa-2be16016a862,Participant3,fox live where,7175,5,1,http://www.gutenberg.org/cache/epub/3152/pg3152.html,http://localhost:7001/result?query=fox+live+where&page=1,,,,,
searchResultGenerated,2026-03-19 10:47:25.027000+00:00,5cb5b8f2-6892-4106-9aaa-2be16016a862,Participant3,fox live where,5743,6,1,http://www.gutenberg.org/files/24479/24479-h/24479-h.htm#Page_167,http://localhost:7001/result?query=fox+live+where&page=1,,,,,
searchResultGenerated,2026-03-19 10:47:25.027000+00:00,5cb5b8f2-6892-4106-9aaa-2be16016a862,Participant3,fox live where,3304,7,1,https://www.africanstorybook.org/#,http://localhost:7001/result?query=fox+live+where&page=1,,,,,
searchResultGenerated,2026-03-19 10:47:25.027000+00:00,5cb5b8f2-6892-4106-9aaa-2be16016a862,Participant3,fox live where,7021,8,1,http://www.gutenberg.org/files/25359/25359-h/25359-h.htm#Page_220,http://localhost:7001/result?query=fox+live+where&page=1,,,,,
searchResultGenerated,2026-03-19 10:47:25.028000+00:00,5cb5b8f2-6892-4106-9aaa-2be16016a862,Participant3,fox live where,7171,9,1,http://www.gutenberg.org/cache/epub/3152/pg3152.html,http://localhost:7001/result?query=fox+live+where&page=1,,,,,
searchResultGenerated,2026-03-19 10:47:25.028000+00:00,5cb5b8f2-6892-4106-9aaa-2be16016a862,Participant3,fox live where,7163,10,1,http://www.gutenberg.org/cache/epub/3152/pg3152.html,http://localhost:7001/result?query=fox+live+where&page=1,,,,,
cursorEnteredSnippet,2026-03-19 10:47:31.969000+00:00,5cb5b8f2-6892-4106-9aaa-2be16016a862,Participant3,fox live where,7021,8,1,http://www.gutenberg.org/files/25359/25359-h/25359-h.htm#Page_220,http://localhost:7001/result?query=fox+live+where&page=1,,,,,
cursorLeftSnippet,2026-03-19 10:47:31.986000+00:00,5cb5b8f2-6892-4106-9aaa-2be16016a862,Participant3,fox live where,7021,8,1,http://www.gutenberg.org/files/25359/25359-h/25359-h.htm#Page_220,http://localhost:7001/result?query=fox+live+where&page=1,,,,,
cursorEnteredSnippet,2026-03-19 10:47:32.002000+00:00,5cb5b8f2-6892-4106-9aaa-2be16016a862,Participant3,fox live where,7171,9,1,http://www.gutenberg.org/cache/epub/3152/pg3152.html,http://localhost:7001/result?query=fox+live+where&page=1,,,,,
cursorLeftSnippet,2026-03-19 10:47:32.136000+00:00,5cb5b8f2-6892-4106-9aaa-2be16016a862,Participant3,fox live where,7171,9,1,http://www.gutenberg.org/cache/epub/3152/pg3152.html,http://localhost:7001/result?query=fox+live+where&page=1,,,,,
cursorEnteredSnippet,2026-03-19 10:47:32.136000+00:00,5cb5b8f2-6892-4106-9aaa-2be16016a862,Participant3,fox live where,7163,10,1,http://www.gutenberg.org/cache/epub/3152/pg3152.html,http://localhost:7001/result?query=fox+live+where&page=1,,,,,
cursorLeftSnippet,2026-03-19 10:47:32.235000+00:00,5cb5b8f2-6892-4106-9aaa-2be16016a862,Participant3,fox live where,7163,10,1,http://www.gutenberg.org/cache/epub/3152/pg3152.html,http://localhost:7001/result?query=fox+live+where&page=1,,,,,
cursorEnteredSnippet,2026-03-19 10:47:32.835000+00:00,5cb5b8f2-6892-4106-9aaa-2be16016a862,Participant3,fox live where,7163,10,1,http://www.gutenberg.org/cache/epub/3152/pg3152.html,http://localhost:7001/result?query=fox+live+where&page=1,,,,,
cursorLeftSnippet,2026-03-19 10:47:33.003000+00:00,5cb5b8f2-6892-4106-9aaa-2be16016a862,Participant3,fox live where,7163,10,1,http://www.gutenberg.org/cache/epub/3152/pg3152.html,http://localhost:7001/result?query=fox+live+where&page=1,,,,,
pageNavigationClicked,2026-03-19 10:47:35.074000+00:00,5cb5b8f2-6892-4106-9aaa-2be16016a862,Participant3,,,,,,,,,2,1.0,2.0
searchResultGenerated,2026-03-19 10:47:35.537000+00:00,5cb5b8f2-6892-4106-9aaa-2be16016a862,Participant3,fox live where,6891,1,2,http://www.gutenberg.org/files/4980/4980-h/4980-h.htm,http://localhost:7001/result?query=fox+live+where&page=2,,,,,
searchResultGenerated,2026-03-19 10:47:35.537000+00:00,5cb5b8f2-6892-4106-9aaa-2be16016a862,Participant3,fox live where,7143,2,2,http://www.gutenberg.org/ebooks/21864,http://localhost:7001/result?query=fox+live+where&page=2,,,,,
searchResultGenerated,2026-03-19 10:47:35.538000+00:00,5cb5b8f2-6892-4106-9aaa-2be16016a862,Participant3,fox live where,6154,3,2,http://www.gutenberg.org/files/20985/20985-h/20985-h.htm,http://localhost:7001/result?query=fox+live+where&page=2,,,,,
searchResultGenerated,2026-03-19 10:47:35.538000+00:00,5cb5b8f2-6892-4106-9aaa-2be16016a862,Participant3,fox live where,4474,4,2,https://www.commonlit.org/texts/the-fox-the-hen-and-the-drum,http://localhost:7001/result?query=fox+live+where&page=2,,,,,
searchResultGenerated,2026-03-19 10:47:35.538000+00:00,5cb5b8f2-6892-4106-9aaa-2be16016a862,Participant3,fox live where,5298,5,2,http://www.gutenberg.org/files/42156/42156-h/42156-h.htm#Page_197,http://localhost:7001/result?query=fox+live+where&page=2,,,,,
searchResultGenerated,2026-03-19 10:47:35.539000+00:00,5cb5b8f2-6892-4106-9aaa-2be16016a862,Participant3,fox live where,7008,6,2,http://www.gutenberg.org/files/25359/25359-h/25359-h.htm#Page_98,http://localhost:7001/result?query=fox+live+where&page=2,,,,,
searchResultGenerated,2026-03-19 10:47:35.539000+00:00,5cb5b8f2-6892-4106-9aaa-2be16016a862,Participant3,fox live where,1218,7,2,http://www.gutenberg.org/files/19461/19461-h/19461-h.htm#The_Grateful_Foxes,http://localhost:7001/result?query=fox+live+where&page=2,,,,,
searchResultGenerated,2026-03-19 10:47:35.540000+00:00,5cb5b8f2-6892-4106-9aaa-2be16016a862,Participant3,fox live where,6890,8,2,http://www.gutenberg.org/files/5791/5791-h/5791-h.htm,http://localhost:7001/result?query=fox+live+where&page=2,,,,,
searchResultGenerated,2026-03-19 10:47:35.540000+00:00,5cb5b8f2-6892-4106-9aaa-2be16016a862,Participant3,fox live where,7169,9,2,http://www.gutenberg.org/cache/epub/3152/pg3152.html,http://localhost:7001/result?query=fox+live+where&page=2,,,,,
searchResultGenerated,2026-03-19 10:47:35.540000+00:00,5cb5b8f2-6892-4106-9aaa-2be16016a862,Participant3,fox live where,6886,10,2,http://www.gutenberg.org/files/14732/14732-h/14732-h.htm,http://localhost:7001/result?query=fox+live+where&page=2,,,,,
cursorEnteredSnippet,2026-03-19 10:47:45.403000+00:00,5cb5b8f2-6892-4106-9aaa-2be16016a862,Participant3,fox live where,6891,1,2,http://www.gutenberg.org/files/4980/4980-h/4980-h.htm,http://localhost:7001/result?query=fox+live+where&page=2,,,,,
clickedResult,2026-03-19 10:47:45.922000+00:00,5cb5b8f2-6892-4106-9aaa-2be16016a862,Participant3,fox live where,6891,1,2,http://www.gutenberg.org/files/4980/4980-h/4980-h.htm,http://www.gutenberg.org/files/4980/4980-h/4980-h.htm,,,,,
cursorLeftSnippet,2026-03-19 10:47:46.860000+00:00,5cb5b8f2-6892-4106-9aaa-2be16016a862,Participant3,fox live where,6891,1,2,http://www.gutenberg.org/files/4980/4980-h/4980-h.htm,http://localhost:7001/result?query=fox+live+where&page=2,,,,,
cursorEnteredSnippet,2026-03-19 10:47:53.784000+00:00,5cb5b8f2-6892-4106-9aaa-2be16016a862,Participant3,fox live where,6886,10,2,http://www.gutenberg.org/files/14732/14732-h/14732-h.htm,http://localhost:7001/result?query=fox+live+where&page=2,,,,,
clickedResult,2026-03-19 10:47:54.309000+00:00,5cb5b8f2-6892-4106-9aaa-2be16016a862,Participant3,fox live where,6886,10,2,http://www.gutenberg.org/files/14732/14732-h/14732-h.htm,http://www.gutenberg.org/files/14732/14732-h/14732-h.htm,,,,,
cursorLeftSnippet,2026-03-19 10:47:54.501000+00:00,5cb5b8f2-6892-4106-9aaa-2be16016a862,Participant3,fox live where,6886,10,2,http://www.gutenberg.org/files/14732/14732-h/14732-h.htm,http://localhost:7001/result?query=fox+live+where&page=2,,,,,
cursorEnteredSnippet,2026-03-19 10:47:57.068000+00:00,5cb5b8f2-6892-4106-9aaa-2be16016a862,Participant3,fox live where,6890,8,2,http://www.gutenberg.org/files/5791/5791-h/5791-h.htm,http://localhost:7001/result?query=fox+live+where&page=2,,,,,
cursorLeftSnippet,2026-03-19 10:47:57.317000+00:00,5cb5b8f2-6892-4106-9aaa-2be16016a862,Participant3,fox live where,6890,8,2,http://www.gutenberg.org/files/5791/5791-h/5791-h.htm,http://localhost:7001/result?query=fox+live+where&page=2,,,,,
cursorEnteredSnippet,2026-03-19 10:47:57.451000+00:00,5cb5b8f2-6892-4106-9aaa-2be16016a862,Participant3,fox live where,1218,7,2,http://www.gutenberg.org/files/19461/19461-h/19461-h.htm#The_Grateful_Foxes,http://localhost:7001/result?query=fox+live+where&page=2,,,,,
cursorLeftSnippet,2026-03-19 10:47:57.467000+00:00,5cb5b8f2-6892-4106-9aaa-2be16016a862,Participant3,fox live where,1218,7,2,http://www.gutenberg.org/files/19461/19461-h/19461-h.htm#The_Grateful_Foxes,http://localhost:7001/result?query=fox+live+where&page=2,,,,,
queryBoxFocused,2026-03-19 10:47:57.666000+00:00,5cb5b8f2-6892-4106-9aaa-2be16016a862,Participant3,,,,,,,,,,,
querySubmitted,2026-03-19 10:48:13.045000+00:00,5cb5b8f2-6892-4106-9aaa-2be16016a862,Participant3,where do foxs live,,,,,,,,,,
searchResultGenerated,2026-03-19 10:48:13.671000+00:00,5cb5b8f2-6892-4106-9aaa-2be16016a862,Participant3,where do foxs live,7034,1,1,http://www.gutenberg.org/files/25359/25359-h/25359-h.htm#Page_294,http://localhost:7001/result?query=where+do+foxs+live&page=1,,,,,
searchResultGenerated,2026-03-19 10:48:13.671000+00:00,5cb5b8f2-6892-4106-9aaa-2be16016a862,Participant3,where do foxs live,2891,2,1,https://www.africanstorybook.org/#,http://localhost:7001/result?query=where+do+foxs+live&page=1,,,,,
searchResultGenerated,2026-03-19 10:48:13.671000+00:00,5cb5b8f2-6892-4106-9aaa-2be16016a862,Participant3,where do foxs live,5489,3,1,http://www.gutenberg.org/ebooks/19399,http://localhost:7001/result?query=where+do+foxs+live&page=1,,,,,
searchResultGenerated,2026-03-19 10:48:13.672000+00:00,5cb5b8f2-6892-4106-9aaa-2be16016a862,Participant3,where do foxs live,3813,4,1,http://www.gutenberg.org/cache/epub/8075/pg8075-images.html,http://localhost:7001/result?query=where+do+foxs+live&page=1,,,,,
searchResultGenerated,2026-03-19 10:48:13.672000+00:00,5cb5b8f2-6892-4106-9aaa-2be16016a862,Participant3,where do foxs live,7175,5,1,http://www.gutenberg.org/cache/epub/3152/pg3152.html,http://localhost:7001/result?query=where+do+foxs+live&page=1,,,,,
searchResultGenerated,2026-03-19 10:48:13.673000+00:00,5cb5b8f2-6892-4106-9aaa-2be16016a862,Participant3,where do foxs live,5743,6,1,http://www.gutenberg.org/files/24479/24479-h/24479-h.htm#Page_167,http://localhost:7001/result?query=where+do+foxs+live&page=1,,,,,
searchResultGenerated,2026-03-19 10:48:13.673000+00:00,5cb5b8f2-6892-4106-9aaa-2be16016a862,Participant3,where do foxs live,3304,7,1,https://www.africanstorybook.org/#,http://localhost:7001/result?query=where+do+foxs+live&page=1,,,,,
searchResultGenerated,2026-03-19 10:48:13.673000+00:00,5cb5b8f2-6892-4106-9aaa-2be16016a862,Participant3,where do foxs live,7021,8,1,http://www.gutenberg.org/files/25359/25359-h/25359-h.htm#Page_220,http://localhost:7001/result?query=where+do+foxs+live&page=1,,,,,
searchResultGenerated,2026-03-19 10:48:13.674000+00:00,5cb5b8f2-6892-4106-9aaa-2be16016a862,Participant3,where do foxs live,7171,9,1,http://www.gutenberg.org/cache/epub/3152/pg3152.html,http://localhost:7001/result?query=where+do+foxs+live&page=1,,,,,
searchResultGenerated,2026-03-19 10:48:13.674000+00:00,5cb5b8f2-6892-4106-9aaa-2be16016a862,Participant3,where do foxs live,7163,10,1,http://www.gutenberg.org/cache/epub/3152/pg3152.html,http://localhost:7001/result?query=where+do+foxs+live&page=1,,,,,
cursorEnteredSnippet,2026-03-19 10:48:15.867000+00:00,5cb5b8f2-6892-4106-9aaa-2be16016a862,Participant3,where do foxs live,7034,1,1,http://www.gutenberg.org/files/25359/25359-h/25359-h.htm#Page_294,http://localhost:7001/result?query=where+do+foxs+live&page=1,,,,,
clickedResult,2026-03-19 10:48:16.386000+00:00,5cb5b8f2-6892-4106-9aaa-2be16016a862,Participant3,where do foxs live,7034,1,1,http://www.gutenberg.org/files/25359/25359-h/25359-h.htm#Page_294,http://www.gutenberg.org/files/25359/25359-h/25359-h.htm#Page_294,,,,,
cursorLeftSnippet,2026-03-19 10:48:16.550000+00:00,5cb5b8f2-6892-4106-9aaa-2be16016a862,Participant3,where do foxs live,7034,1,1,http://www.gutenberg.org/files/25359/25359-h/25359-h.htm#Page_294,http://localhost:7001/result?query=where+do+foxs+live&page=1,,,,,
wentBack,2026-03-19 10:48:20.046000+00:00,5cb5b8f2-6892-4106-9aaa-2be16016a862,Participant3,where do foxs live,,,,,,http://www.gutenberg.org/files/25359/25359-h/25359-h.htm#Page_294,http://localhost:7001/result?query=where+do+foxs+live&page=1,,,
cursorEnteredSnippet,2026-03-19 10:48:20.883000+00:00,5cb5b8f2-6892-4106-9aaa-2be16016a862,Participant3,where do foxs live,2891,2,1,https://www.africanstorybook.org/#,http://localhost:7001/result?query=where+do+foxs+live&page=1,,,,,
clickedResult,2026-03-19 10:48:21.326000+00:00,5cb5b8f2-6892-4106-9aaa-2be16016a862,Participant3,where do foxs live,2891,2,1,https://www.africanstorybook.org/#,https://www.africanstorybook.org/#,,,,,
cursorLeftSnippet,2026-03-19 10:48:21.666000+00:00,5cb5b8f2-6892-4106-9aaa-2be16016a862,Participant3,where do foxs live,2891,2,1,https://www.africanstorybook.org/#,http://localhost:7001/result?query=where+do+foxs+live&page=1,,,,,
cursorEnteredSnippet,2026-03-19 10:48:21.683000+00:00,5cb5b8f2-6892-4106-9aaa-2be16016a862,Participant3,where do foxs live,7034,1,1,http://www.gutenberg.org/files/25359/25359-h/25359-h.htm#Page_294,http://localhost:7001/result?query=where+do+foxs+live&page=1,,,,,
cursorLeftSnippet,2026-03-19 10:48:21.716000+00:00,5cb5b8f2-6892-4106-9aaa-2be16016a862,Participant3,where do foxs live,7034,1,1,http://www.gutenberg.org/files/25359/25359-h/25359-h.htm#Page_294,http://localhost:7001/result?query=where+do+foxs+live&page=1,,,,,
wentBack,2026-03-19 10:48:26.505000+00:00,5cb5b8f2-6892-4106-9aaa-2be16016a862,Participant3,where do foxs live,,,,,,https://www.africanstorybook.org/#,http://localhost:7001/result?query=where+do+foxs+live&page=1,,,
cursorEnteredSnippet,2026-03-19 10:48:28.566000+00:00,5cb5b8f2-6892-4106-9aaa-2be16016a862,Participant3,where do foxs live,3304,7,1,https://www.africanstorybook.org/#,http://localhost:7001/result?query=where+do+foxs+live&page=1,,,,,
cursorLeftSnippet,2026-03-19 10:48:28.633000+00:00,5cb5b8f2-6892-4106-9aaa-2be16016a862,Participant3,where do foxs live,3304,7,1,https://www.africanstorybook.org/#,http://localhost:7001/result?query=where+do+foxs+live&page=1,,,,,
queryBoxFocused,2026-03-19 10:48:29.029000+00:00,5cb5b8f2-6892-4106-9aaa-2be16016a862,Participant3,,,,,,,,,,,
querySubmitted,2026-03-19 10:48:33.659000+00:00,5cb5b8f2-6892-4106-9aaa-2be16016a862,Participant3,fox habitat,,,,,,,,,,
searchResultGenerated,2026-03-19 10:48:34.030000+00:00,5cb5b8f2-6892-4106-9aaa-2be16016a862,Participant3,fox habitat,2092,1,1,https://en.wikipedia.org/wiki/Habitat,http://localhost:7001/result?query=fox+habitat&page=1,,,,,
searchResultGenerated,2026-03-19 10:48:34.031000+00:00,5cb5b8f2-6892-4106-9aaa-2be16016a862,Participant3,fox habitat,2891,2,1,https://www.africanstorybook.org/#,http://localhost:7001/result?query=fox+habitat&page=1,,,,,
searchResultGenerated,2026-03-19 10:48:34.031000+00:00,5cb5b8f2-6892-4106-9aaa-2be16016a862,Participant3,fox habitat,7175,3,1,http://www.gutenberg.org/cache/epub/3152/pg3152.html,http://localhost:7001/result?query=fox+habitat&page=1,,,,,
searchResultGenerated,2026-03-19 10:48:34.032000+00:00,5cb5b8f2-6892-4106-9aaa-2be16016a862,Participant3,fox habitat,7034,4,1,http://www.gutenberg.org/files/25359/25359-h/25359-h.htm#Page_294,http://localhost:7001/result?query=fox+habitat&page=1,,,,,
searchResultGenerated,2026-03-19 10:48:34.032000+00:00,5cb5b8f2-6892-4106-9aaa-2be16016a862,Participant3,fox habitat,5743,5,1,http://www.gutenberg.org/files/24479/24479-h/24479-h.htm#Page_167,http://localhost:7001/result?query=fox+habitat&page=1,,,,,
searchResultGenerated,2026-03-19 10:48:34.033000+00:00,5cb5b8f2-6892-4106-9aaa-2be16016a862,Participant3,fox habitat,5489,6,1,http://www.gutenberg.org/ebooks/19399,http://localhost:7001/result?query=fox+habitat&page=1,,,,,
searchResultGenerated,2026-03-19 10:48:34.033000+00:00,5cb5b8f2-6892-4106-9aaa-2be16016a862,Participant3,fox habitat,3304,7,1,https://www.africanstorybook.org/#,http://localhost:7001/result?query=fox+habitat&page=1,,,,,
searchResultGenerated,2026-03-19 10:48:34.034000+00:00,5cb5b8f2-6892-4106-9aaa-2be16016a862,Participant3,fox habitat,3140,8,1,https://www.commonlit.org/texts/should-we-terraform-mars,http://localhost:7001/result?query=fox+habitat&page=1,,,,,
searchResultGenerated,2026-03-19 10:48:34.034000+00:00,5cb5b8f2-6892-4106-9aaa-2be16016a862,Participant3,fox habitat,7171,9,1,http://www.gutenberg.org/cache/epub/3152/pg3152.html,http://localhost:7001/result?query=fox+habitat&page=1,,,,,
searchResultGenerated,2026-03-19 10:48:34.035000+00:00,5cb5b8f2-6892-4106-9aaa-2be16016a862,Participant3,fox habitat,7163,10,1,http://www.gutenberg.org/cache/epub/3152/pg3152.html,http://localhost:7001/result?query=fox+habitat&page=1,,,,,
cursorEnteredSnippet,2026-03-19 10:48:34.833000+00:00,5cb5b8f2-6892-4106-9aaa-2be16016a862,Participant3,fox habitat,2092,1,1,https://en.wikipedia.org/wiki/Habitat,http://localhost:7001/result?query=fox+habitat&page=1,,,,,
clickedResult,2026-03-19 10:48:35.721000+00:00,5cb5b8f2-6892-4106-9aaa-2be16016a862,Participant3,fox habitat,2092,1,1,https://en.wikipedia.org/wiki/Habitat,https://en.wikipedia.org/wiki/Habitat,,,,,
cursorLeftSnippet,2026-03-19 10:48:36.065000+00:00,5cb5b8f2-6892-4106-9aaa-2be16016a862,Participant3,fox habitat,2092,1,1,https://en.wikipedia.org/wiki/Habitat,http://localhost:7001/result?query=fox+habitat&page=1,,,,,
wentBack,2026-03-19 10:48:39.486000+00:00,5cb5b8f2-6892-4106-9aaa-2be16016a862,Participant3,fox habitat,,,,,,https://en.wikipedia.org/wiki/Habitat,http://localhost:7001/result?query=fox+habitat&page=1,,,
cursorEnteredSnippet,2026-03-19 10:48:41.182000+00:00,5cb5b8f2-6892-4106-9aaa-2be16016a862,Participant3,fox habitat,7175,3,1,http://www.gutenberg.org/cache/epub/3152/pg3152.html,http://localhost:7001/result?query=fox+habitat&page=1,,,,,
clickedResult,2026-03-19 10:48:41.591000+00:00,5cb5b8f2-6892-4106-9aaa-2be16016a862,Participant3,fox habitat,7175,3,1,http://www.gutenberg.org/cache/epub/3152/pg3152.html,http://www.gutenberg.org/cache/epub/3152/pg3152.html,,,,,
cursorLeftSnippet,2026-03-19 10:48:41.849000+00:00,5cb5b8f2-6892-4106-9aaa-2be16016a862,Participant3,fox habitat,7175,3,1,http://www.gutenberg.org/cache/epub/3152/pg3152.html,http://localhost:7001/result?query=fox+habitat&page=1,,,,,
wentBack,2026-03-19 10:48:44.223000+00:00,5cb5b8f2-6892-4106-9aaa-2be16016a862,Participant3,fox habitat,,,,,,http://www.gutenberg.org/cache/epub/3152/pg3152.html,http://localhost:7001/result?query=fox+habitat&page=1,,,
cursorEnteredSnippet,2026-03-19 10:48:44.632000+00:00,5cb5b8f2-6892-4106-9aaa-2be16016a862,Participant3,fox habitat,2891,2,1,https://www.africanstorybook.org/#,http://localhost:7001/result?query=fox+habitat&page=1,,,,,
cursorLeftSnippet,2026-03-19 10:48:44.648000+00:00,5cb5b8f2-6892-4106-9aaa-2be16016a862,Participant3,fox habitat,2891,2,1,https://www.africanstorybook.org/#,http://localhost:7001/result?query=fox+habitat&page=1,,,,,
ClickedEndTask,2026-03-19 10:48:46.189000+00:00,5cb5b8f2-6892-4106-9aaa-2be16016a862,Participant3,,,,,,,,,,,
TaskEndConfirmed,2026-03-19 10:48:46.952000+00:00,5cb5b8f2-6892-4106-9aaa-2be16016a862,Participant3,,,,,,,,,,,
TaskStarted,2026-03-19 10:54:01.075000+00:00,bc54211a-9aac-4d27-96b4-9efdc0db6ace,Participant3,,,,,,,,,,,
idSubmitted,2026-03-19 10:54:01.079000+00:00,bc54211a-9aac-4d27-96b4-9efdc0db6ace,Participant3,,,,,,,,,,,
queryBoxFocused,2026-03-19 10:54:02.118000+00:00,bc54211a-9aac-4d27-96b4-9efdc0db6ace,Participant3,,,,,,,,,,,
querySubmitted,2026-03-19 10:54:13.233000+00:00,bc54211a-9aac-4d27-96b4-9efdc0db6ace,Participant3,climate change greenhouse,,,,,,,,,,
searchResultGenerated,2026-03-19 10:54:13.845000+00:00,bc54211a-9aac-4d27-96b4-9efdc0db6ace,Participant3,climate change greenhouse,2162,1,1,https://kids.frontiersin.org/article/10.3389/frym.2019.00161,http://localhost:7001/result?query=climate+change+greenhouse&page=1,,,,,
searchResultGenerated,2026-03-19 10:54:13.845000+00:00,bc54211a-9aac-4d27-96b4-9efdc0db6ace,Participant3,climate change greenhouse,3235,2,1,https://kids.frontiersin.org/article/10.3389/frym.2015.00014,http://localhost:7001/result?query=climate+change+greenhouse&page=1,,,,,
searchResultGenerated,2026-03-19 10:54:13.845000+00:00,bc54211a-9aac-4d27-96b4-9efdc0db6ace,Participant3,climate change greenhouse,1960,3,1,https://simple.wikipedia.org/wiki/Climate,http://localhost:7001/result?query=climate+change+greenhouse&page=1,,,,,
searchResultGenerated,2026-03-19 10:54:13.846000+00:00,bc54211a-9aac-4d27-96b4-9efdc0db6ace,Participant3,climate change greenhouse,2091,4,1,https://simple.wikipedia.org/wiki/Greenhouse_effect,http://localhost:7001/result?query=climate+change+greenhouse&page=1,,,,,
searchResultGenerated,2026-03-19 10:54:13.846000+00:00,bc54211a-9aac-4d27-96b4-9efdc0db6ace,Participant3,climate change greenhouse,7423,5,1,http://www.gutenberg.org/files/8504/8504-h/8504-h.htm#19,http://localhost:7001/result?query=climate+change+greenhouse&page=1,,,,,
searchResultGenerated,2026-03-19 10:54:13.846000+00:00,bc54211a-9aac-4d27-96b4-9efdc0db6ace,Participant3,climate change greenhouse,1988,6,1,https://kids.frontiersin.org/article/10.3389/frym.2019.00154,http://localhost:7001/result?query=climate+change+greenhouse&page=1,,,,,
